beginTimeSeconds,CPU percent,Uptime,Rx packets,Tx packets,NetBytes In,NetBytes Out,NetPackets In,NetPackets Out,Disk read/s,Disk write/s,Free Disk,Free Memory,Used Disk,Used Memory,Disk Used percent,Memory Used percent
2023-03-01 00:00:00,35.89,99.4234,1800,1800,15,15,15,15,14.12,44.97,76.93,3.75,43.86,4.44,27.57,54.23
2023-03-01 00:30:00,36.57,99.4233,1800,1800,15,15,15,15,5.19,41.19,76.94,3.76,43.84,4.43,27.55,54.14
2023-03-01 01:00:00,37.94,99.4232,1800,1800,15,15,15,15,23.64,70.99,77.0,3.77,43.78,4.41,27.52,53.91
2023-03-01 01:30:00,37.4,99.4231,1800,1800,15,15,15,15,5.25,38.45,77.0,3.78,43.79,4.41,27.52,53.86
2023-03-01 02:00:00,38.08,99.423,1800,1800,15,15,15,15,9.42,43.94,77.01,3.76,43.77,4.43,27.51,54.11
2023-03-01 02:30:00,39.68,99.4229,1800,1800,15,15,15,15,116.85,52.29,77.05,3.74,43.73,4.45,27.49,54.3
2023-03-01 03:00:00,38.72,99.4228,1800,1800,15,15,15,15,48.73,73.95,77.05,3.75,43.74,4.44,27.49,54.23
2023-03-01 03:30:00,38.24,99.4227,1800,1800,15,15,15,15,8.68,37.76,76.99,3.76,43.79,4.42,27.53,54.03
2023-03-01 04:00:00,37.63,99.4225,1800,1800,15,15,15,15,8.15,37.52,77.0,3.76,43.79,4.43,27.52,54.08
2023-03-01 04:30:00,37.4,99.4224,1800,1800,15,15,15,15,14.01,35.86,77.03,3.74,43.75,4.45,27.5,54.32
2023-03-01 05:00:00,38.1,99.4223,1800,1800,15,15,15,15,30.51,62.13,77.04,4.22,43.74,3.97,27.49,48.42
2023-03-01 05:30:00,37.93,99.4222,1800,1800,15,15,15,15,12.77,35.75,76.98,4.18,43.8,4.0,27.53,48.9
2023-03-01 06:00:00,36.86,99.4221,1800,1800,15,15,15,15,4.52,33.81,76.98,4.06,43.8,4.13,27.53,50.4
2023-03-01 06:30:00,38.27,99.422,1800,1800,15,15,15,15,3.78,30.39,77.01,3.98,43.77,4.2,27.51,51.34
2023-03-01 07:00:00,37.2,99.4219,1800,1800,15,15,15,15,20.26,58.24,77.01,3.93,43.77,4.26,27.51,52.05
2023-03-01 07:30:00,37.8,99.4218,1800,1800,15,15,15,15,4.02,29.66,76.96,3.89,43.82,4.3,27.54,52.46
2023-03-01 08:00:00,37.37,99.4217,1800,1800,15,15,15,15,3.85,30.81,76.96,3.87,43.82,4.32,27.54,52.75
2023-03-01 08:30:00,37.84,99.4216,1800,1800,15,15,15,15,4.24,29.95,76.99,3.87,43.8,4.32,27.53,52.79
2023-03-01 09:00:00,37.89,99.4215,1800,1800,15,15,15,15,12.12,64.55,76.99,3.86,43.79,4.33,27.53,52.85
2023-03-01 09:30:00,37.92,99.4214,1800,1800,15,15,15,15,4.57,32.13,76.94,3.85,43.84,4.33,27.56,52.93
2023-03-01 10:00:00,37.46,99.4213,1800,1800,15,15,15,15,3.49,32.11,76.95,3.85,43.84,4.34,27.55,52.98
2023-03-01 10:30:00,38.62,99.4212,1800,1800,15,15,15,15,3.25,30.02,76.97,3.85,43.81,4.34,27.54,53.01
2023-03-01 11:00:00,39.08,99.4211,1800,1800,15,15,15,15,3.91,61.78,76.97,3.83,43.82,4.36,27.54,53.22
2023-03-01 11:30:00,39.19,99.4209,1800,1800,15,15,15,15,4.65,32.19,76.92,3.82,43.87,4.37,27.57,53.37
2023-03-01 12:00:00,39.24,99.4208,1800,1800,15,15,15,15,13.18,39.5,76.93,3.81,43.86,4.37,27.57,53.42
2023-03-01 12:30:00,39.96,99.4207,1800,1800,15,15,15,15,8.35,36.59,76.96,3.81,43.83,4.38,27.55,53.45
2023-03-01 13:00:00,40.39,99.4206,1800,1800,15,15,15,15,10.05,65.29,76.96,3.78,43.82,4.41,27.54,53.8
2023-03-01 13:30:00,40.74,99.4205,1800,1800,15,15,15,15,31.02,67.93,76.89,3.79,43.89,4.4,27.59,53.76
2023-03-01 14:00:00,39.43,99.4204,1800,1800,15,15,15,15,30.54,56.95,76.68,3.79,44.1,4.4,27.72,53.71
2023-03-01 14:30:00,38.58,99.4203,1800,1800,15,15,15,15,6.0,39.72,76.73,3.8,44.05,4.39,27.69,53.55
2023-03-01 15:00:00,40.16,99.4202,1800,1800,15,15,15,15,29.5,75.05,76.81,3.81,43.97,4.38,27.64,53.53
2023-03-01 15:30:00,38.84,99.4201,1800,1800,15,15,15,15,9.59,44.03,76.86,3.8,43.92,4.39,27.6,53.59
2023-03-01 16:00:00,39.0,99.42,1800,1800,15,15,15,15,5.76,39.55,76.91,3.8,43.88,4.39,27.58,53.59
2023-03-01 16:30:00,39.74,99.4199,1800,1800,15,15,15,15,11.32,41.12,76.95,3.79,43.83,4.4,27.55,53.71
2023-03-01 17:00:00,43.94,99.4198,1800,1800,15,15,15,15,16.09,105.37,76.93,3.67,43.85,4.52,27.56,55.14
2023-03-01 17:30:00,45.56,99.4197,1800,1800,15,15,15,15,14.73,57.86,76.88,3.68,43.9,4.5,27.59,55.0
2023-03-01 18:00:00,39.87,99.4196,1800,1800,15,15,15,15,12.27,43.82,76.88,3.71,43.9,4.48,27.59,54.66
2023-03-01 18:30:00,39.92,99.4195,1800,1800,15,15,15,15,4.65,37.33,76.91,3.72,43.87,4.47,27.57,54.63
2023-03-01 19:00:00,40.04,99.4193,1800,1800,15,15,15,15,4.98,65.34,76.92,3.7,43.87,4.49,27.57,54.82
2023-03-01 19:30:00,40.32,99.4192,1800,1800,15,15,15,15,3.88,35.81,76.87,3.68,43.91,4.51,27.6,55.03
2023-03-01 20:00:00,41.24,99.4191,1800,1800,15,15,15,15,4.35,39.05,76.89,3.67,43.89,4.52,27.59,55.16
2023-03-01 20:30:00,40.56,99.419,1800,1800,15,15,15,15,5.28,38.08,76.92,3.66,43.86,4.53,27.57,55.28
2023-03-01 21:00:00,40.27,99.4189,1800,1800,15,15,15,15,25.2,74.38,76.91,3.66,43.88,4.53,27.58,55.33
2023-03-01 21:30:00,45.85,99.4188,1800,1800,15,15,15,15,9.35,55.83,76.85,3.64,43.93,4.54,27.61,55.49
2023-03-01 22:00:00,46.24,99.4187,1800,1800,15,15,15,15,6.66,56.99,76.88,3.63,43.91,4.56,27.6,55.65
2023-03-01 22:30:00,48.56,99.4186,1800,1800,15,15,15,15,10.13,108.35,76.89,3.5,43.9,4.69,27.59,57.31
2023-03-01 23:00:00,48.15,99.4185,1800,1800,15,15,15,15,10.32,128.01,76.86,3.51,43.93,4.68,27.61,57.14
2023-03-01 23:30:00,47.3,99.4184,1800,1800,15,15,15,15,18.48,80.67,76.79,3.46,43.99,4.72,27.65,57.7
2023-03-02 00:00:00,46.49,99.4183,1800,1800,15,15,15,15,6.73,47.38,76.8,3.55,43.98,4.64,27.64,56.64
2023-03-02 00:30:00,45.39,99.4182,1800,1800,15,15,15,15,4.3,46.85,76.84,3.56,43.94,4.63,27.62,56.58
2023-03-02 01:00:00,44.69,99.4181,1800,1800,15,15,15,15,5.16,76.55,76.83,3.58,43.95,4.61,27.63,56.33
2023-03-02 01:30:00,37.4,99.418,1800,1800,15,15,15,15,5.24,42.06,76.77,3.62,44.01,4.56,27.66,55.74
2023-03-02 02:00:00,37.51,99.4179,1800,1800,15,15,15,15,13.7,49.8,76.8,3.61,43.98,4.58,27.64,55.88
2023-03-02 02:30:00,37.59,99.4177,1800,1800,15,15,15,15,4.34,41.81,76.84,3.62,43.95,4.57,27.62,55.78
2023-03-02 03:00:00,36.13,99.4176,1800,1800,15,15,15,15,5.16,70.82,76.82,3.61,43.97,4.58,27.63,55.88
2023-03-02 03:30:00,36.77,99.4175,1800,1800,15,15,15,15,4.2,41.88,76.76,3.64,44.03,4.55,27.67,55.55
2023-03-02 04:00:00,35.75,99.4174,1800,1800,15,15,15,15,57.03,96.69,76.7,3.63,44.08,4.56,27.71,55.67
2023-03-02 04:30:00,36.67,99.4173,1800,1800,15,15,15,15,11.65,48.22,76.54,3.64,44.24,4.55,27.81,55.55
2023-03-02 05:00:00,37.92,99.4172,1800,1800,15,15,15,15,89.46,84.27,76.63,3.82,44.15,4.37,27.75,53.38
2023-03-02 05:30:00,36.84,99.4171,1800,1800,15,15,15,15,18.58,47.95,76.67,3.88,44.11,4.31,27.72,52.67
2023-03-02 06:00:00,35.49,99.417,1800,1800,15,15,15,15,11.27,45.11,76.73,3.82,44.06,4.37,27.69,53.33
2023-03-02 06:30:00,36.31,99.4169,1800,1800,15,15,15,15,6.84,40.22,76.78,3.82,44.01,4.37,27.66,53.38
2023-03-02 07:00:00,36.17,99.4168,1800,1800,15,15,15,15,10.41,68.68,76.77,3.81,44.01,4.38,27.66,53.49
2023-03-02 07:30:00,35.85,99.4167,1800,1800,15,15,15,15,6.42,39.07,76.72,3.82,44.06,4.37,27.69,53.38
2023-03-02 08:00:00,36.05,99.4166,1800,1800,15,15,15,15,4.9,38.25,76.73,3.8,44.05,4.38,27.69,53.54
2023-03-02 08:30:00,36.0,99.4165,1800,1800,15,15,15,15,5.97,37.79,76.78,3.79,44.01,4.4,27.66,53.67
2023-03-02 09:00:00,35.87,99.4164,1800,1800,15,15,15,15,10.06,72.27,76.77,3.77,44.01,4.42,27.66,53.93
2023-03-02 09:30:00,34.74,99.4163,1800,1800,15,15,15,15,13.81,41.76,76.71,3.79,44.08,4.4,27.7,53.77
2023-03-02 10:00:00,35.13,99.4161,1800,1800,15,15,15,15,5.42,39.06,76.71,3.78,44.07,4.41,27.7,53.82
2023-03-02 10:30:00,34.94,99.416,1800,1800,15,15,15,15,4.68,36.89,76.75,3.78,44.03,4.41,27.67,53.88
2023-03-02 11:00:00,36.05,99.4159,1800,1800,15,15,15,15,52.11,97.53,76.73,3.76,44.05,4.43,27.69,54.08
2023-03-02 11:30:00,35.65,99.4158,1800,1800,15,15,15,15,13.23,34.45,76.63,3.75,44.16,4.44,27.75,54.19
2023-03-02 12:00:00,35.58,99.4157,1800,1800,15,15,15,15,12.92,36.16,76.64,3.75,44.14,4.44,27.74,54.19
2023-03-02 12:30:00,37.35,99.4156,1800,1800,15,15,15,15,6.1,34.65,76.67,3.74,44.12,4.44,27.73,54.27
2023-03-02 13:00:00,36.6,99.4155,1800,1800,15,15,15,15,10.71,64.57,76.7,3.74,44.08,4.45,27.71,54.29
2023-03-02 13:30:00,36.31,99.4154,1800,1800,15,15,15,15,19.55,40.61,76.72,3.81,44.06,4.38,27.69,53.51
2023-03-02 14:00:00,36.33,99.4153,1800,1800,15,15,15,15,4.62,38.26,76.74,3.83,44.04,4.36,27.68,53.24
2023-03-02 14:30:00,37.44,99.4152,1800,1800,15,15,15,15,19.05,43.47,76.76,3.8,44.03,4.39,27.67,53.58
2023-03-02 15:00:00,36.7,99.4151,1800,1800,15,15,15,15,3.95,70.48,76.75,3.79,44.04,4.4,27.68,53.69
2023-03-02 15:30:00,35.79,99.415,1800,1800,15,15,15,15,4.1,36.85,76.73,3.79,44.06,4.4,27.69,53.77
2023-03-02 16:00:00,37.82,99.4149,1800,1800,15,15,15,15,4.27,41.2,76.73,3.78,44.06,4.41,27.69,53.87
2023-03-02 16:30:00,36.86,99.4148,1800,1800,15,15,15,15,4.25,36.55,76.73,3.78,44.05,4.41,27.69,53.87
2023-03-02 17:00:00,37.1,99.4147,1800,1800,15,15,15,15,4.14,69.2,76.73,3.76,44.06,4.43,27.69,54.08
2023-03-02 17:30:00,34.7,99.4145,1800,1800,15,15,15,15,18.07,34.93,76.7,3.74,44.09,4.45,27.71,54.34
2023-03-02 18:00:00,28.52,99.4144,1800,1800,15,15,15,15,2.22,17.42,76.7,3.73,44.09,4.46,27.71,54.44
2023-03-02 18:30:00,28.39,99.4143,1800,1800,15,15,15,15,1.16,14.54,76.71,3.75,44.07,4.44,27.7,54.17
2023-03-02 19:00:00,28.64,99.4142,1800,1800,15,15,15,15,11.04,49.19,76.71,3.75,44.07,4.44,27.7,54.22
2023-03-02 19:30:00,28.35,99.4141,1800,1800,15,15,15,15,1.01,13.92,76.71,3.76,44.07,4.43,27.7,54.07
2023-03-02 20:00:00,28.91,99.414,1800,1800,15,15,15,15,1.01,13.92,76.71,3.75,44.07,4.44,27.7,54.22
2023-03-02 20:30:00,28.44,99.4139,1800,1800,15,15,15,15,1.11,13.68,76.72,3.76,44.07,4.43,27.7,54.11
2023-03-02 21:00:00,28.45,99.4138,1800,1800,15,15,15,15,0.95,41.59,76.71,3.76,44.07,4.43,27.7,54.1
2023-03-02 21:30:00,28.21,99.4137,1800,1800,15,15,15,15,1.06,14.48,76.71,3.76,44.08,4.43,27.7,54.09
2023-03-02 22:00:00,28.16,99.4136,1800,1800,15,15,15,15,0.81,13.11,76.71,3.77,44.07,4.42,27.7,53.98
2023-03-02 22:30:00,28.02,99.4135,1800,1800,15,15,15,15,0.82,14.08,76.72,3.77,44.07,4.42,27.7,54.01
2023-03-02 23:00:00,28.35,99.4134,1800,1800,15,15,15,15,0.95,41.22,76.72,3.77,44.07,4.42,27.69,53.93
2023-03-02 23:30:00,28.05,99.4133,1800,1800,15,15,15,15,0.85,13.54,76.71,3.78,44.08,4.41,27.7,53.82
2023-03-03 00:00:00,28.37,99.4132,1800,1800,15,15,15,15,0.94,13.68,76.71,3.79,44.07,4.4,27.7,53.75
2023-03-03 00:30:00,28.79,99.4131,1800,1800,15,15,15,15,0.89,13.56,76.72,3.79,44.07,4.4,27.7,53.68
2023-03-03 01:00:00,29.28,99.4129,1800,1800,15,15,15,15,17.76,43.02,76.71,3.79,44.07,4.39,27.7,53.66
2023-03-03 01:30:00,29.16,99.4128,1800,1800,15,15,15,15,0.98,13.78,76.69,3.79,44.09,4.4,27.71,53.68
2023-03-03 02:00:00,29.36,99.4127,1800,1800,15,15,15,15,0.88,14.1,76.7,3.8,44.09,4.39,27.71,53.65
2023-03-03 02:30:00,29.4,99.4126,1800,1800,15,15,15,15,0.83,13.95,76.71,3.8,44.08,4.39,27.7,53.64
2023-03-03 03:00:00,29.88,99.4125,1800,1800,15,15,15,15,0.84,38.7,76.71,3.79,44.08,4.4,27.7,53.67
2023-03-03 03:30:00,30.07,99.4124,1800,1800,15,15,15,15,0.73,14.05,76.69,3.79,44.09,4.4,27.71,53.74
2023-03-03 04:00:00,30.01,99.4123,1800,1800,15,15,15,15,0.62,13.71,76.69,3.79,44.09,4.4,27.71,53.77
2023-03-03 04:30:00,29.97,99.4122,1800,1800,15,15,15,15,0.64,13.7,76.7,3.78,44.09,4.41,27.71,53.81
2023-03-03 05:00:00,30.28,99.4121,1800,1800,15,15,15,15,1.87,41.01,76.7,3.75,44.08,4.44,27.71,54.18
2023-03-03 05:30:00,30.25,99.412,1800,1800,15,15,15,15,0.8,13.69,76.69,3.73,44.1,4.46,27.72,54.44
2023-03-03 06:00:00,30.41,99.4119,1800,1800,15,15,15,15,0.89,13.69,76.69,3.73,44.1,4.46,27.71,54.42
2023-03-03 06:30:00,30.31,99.4118,1800,1800,15,15,15,15,0.67,13.93,76.7,3.73,44.09,4.45,27.71,54.4
2023-03-03 07:00:00,30.18,99.4117,1800,1800,15,15,15,15,2.77,44.5,76.7,3.74,44.09,4.45,27.71,54.37
2023-03-03 07:30:00,30.0,99.4116,1800,1800,15,15,15,15,2.63,15.13,76.68,3.74,44.1,4.45,27.72,54.31
2023-03-03 08:00:00,30.16,99.4115,1800,1800,15,15,15,15,2.59,14.68,76.68,3.75,44.11,4.44,27.72,54.22
2023-03-03 08:30:00,30.22,99.4113,1800,1800,15,15,15,15,1.68,14.31,76.69,3.75,44.09,4.44,27.71,54.16
2023-03-03 09:00:00,30.27,99.4112,1800,1800,15,15,15,15,0.71,16.29,76.7,3.76,44.08,4.43,27.71,54.12
2023-03-03 09:30:00,30.22,99.4111,1800,1800,15,15,15,15,0.9,39.29,76.67,3.76,44.11,4.43,27.72,54.13
2023-03-03 10:00:00,30.27,99.411,1800,1800,15,15,15,15,0.76,13.45,76.67,3.76,44.11,4.43,27.72,54.11
2023-03-03 10:30:00,30.3,99.4109,1800,1800,15,15,15,15,1.18,13.97,76.68,3.76,44.1,4.43,27.72,54.09
2023-03-03 11:00:00,30.26,99.4108,1795,1795,15,15,15,15,1.44,40.06,76.69,3.76,44.1,4.43,27.72,54.09
2023-03-03 11:30:00,30.16,99.4107,1800,1800,15,15,15,15,1.03,14.31,76.67,3.76,44.11,4.43,27.72,54.11
2023-03-03 12:00:00,30.58,99.4106,1800,1800,15,15,15,15,1.28,14.24,76.68,3.76,44.11,4.43,27.72,54.09
2023-03-03 12:30:00,30.49,99.4105,1800,1800,15,15,15,15,0.91,13.36,76.69,3.76,44.1,4.43,27.72,54.1
2023-03-03 13:00:00,30.76,99.4104,1800,1800,15,15,15,15,0.93,39.86,76.68,3.76,44.1,4.43,27.72,54.13
2023-03-03 13:30:00,30.68,99.4103,1800,1800,15,15,15,15,1.23,13.53,76.67,3.75,44.12,4.44,27.73,54.25
2023-03-03 14:00:00,30.3,99.4102,1800,1800,15,15,15,15,0.95,13.9,76.67,3.74,44.12,4.45,27.73,54.35
2023-03-03 14:30:00,30.43,99.4101,1800,1800,15,15,15,15,1.07,13.67,76.68,3.74,44.1,4.45,27.72,54.37
2023-03-03 15:00:00,30.41,99.41,1800,1800,15,15,15,15,0.97,41.69,76.68,3.73,44.1,4.46,27.72,54.47
2023-03-03 15:30:00,30.12,99.4099,1800,1800,15,15,15,15,0.94,13.56,76.67,3.73,44.12,4.45,27.73,54.4
2023-03-03 16:00:00,30.31,99.4097,1800,1800,15,15,15,15,1.0,13.47,76.67,3.73,44.12,4.45,27.73,54.4
2023-03-03 16:30:00,30.46,99.4096,1800,1800,15,15,15,15,0.97,13.71,76.67,3.73,44.11,4.46,27.72,54.45
2023-03-03 17:00:00,31.91,99.4095,1800,1800,15,15,15,15,1.0,39.3,76.68,3.73,44.11,4.46,27.72,54.43
2023-03-03 17:30:00,30.86,99.4094,1800,1800,15,15,15,15,2.11,16.63,76.66,3.73,44.12,4.46,27.73,54.47
2023-03-03 18:00:00,30.59,99.4093,1800,1800,15,15,15,15,1.43,15.08,76.67,3.73,44.11,4.45,27.73,54.4
2023-03-03 18:30:00,30.53,99.4092,1800,1800,15,15,15,15,0.92,14.24,76.68,3.73,44.1,4.46,27.72,54.46
2023-03-03 19:00:00,30.94,99.4091,1800,1800,15,15,15,15,2.54,42.53,76.68,3.77,44.11,4.42,27.72,53.96
2023-03-03 19:30:00,30.84,99.409,1800,1800,15,15,15,15,1.86,16.16,76.66,3.77,44.12,4.42,27.73,53.99
2023-03-03 20:00:00,30.45,99.4089,1800,1800,15,15,15,15,2.2,9.71,76.66,3.77,44.12,4.42,27.73,53.93
2023-03-03 20:30:00,30.32,99.4088,1800,1800,15,15,15,15,0.55,7.67,76.67,3.78,44.12,4.41,27.73,53.9
2023-03-03 21:00:00,30.64,99.4087,1800,1800,15,15,15,15,0.86,32.77,76.66,3.77,44.12,4.42,27.73,53.91
2023-03-03 21:30:00,30.28,99.4086,1800,1800,15,15,15,15,0.76,8.03,76.65,3.77,44.13,4.42,27.74,53.92
2023-03-03 22:00:00,30.44,99.4085,1800,1800,15,15,15,15,0.9,8.27,76.66,3.78,44.13,4.41,27.73,53.86
2023-03-03 22:30:00,30.17,99.4084,1800,1800,15,15,15,15,0.17,6.22,76.66,3.78,44.12,4.41,27.73,53.81
2023-03-03 23:00:00,30.3,99.4083,1795,1795,15,15,15,15,0.22,30.16,76.66,3.78,44.12,4.41,27.73,53.83
2023-03-03 23:30:00,30.16,99.4081,1800,1800,15,15,15,15,0.12,6.22,76.65,3.78,44.14,4.41,27.74,53.89
2023-03-04 00:00:00,30.13,99.408,1800,1800,15,15,15,15,0.22,6.33,76.65,3.78,44.14,4.41,27.74,53.85
2023-03-04 00:30:00,30.24,99.4079,1800,1800,15,15,15,15,0.07,5.85,76.65,3.78,44.13,4.41,27.74,53.81
2023-03-04 01:00:00,31.65,99.4078,1800,1800,15,15,15,15,44.01,29.88,76.65,3.61,44.14,4.58,27.74,55.9
2023-03-04 01:30:00,31.16,99.4077,1800,1800,15,15,15,15,130.2,6.31,76.64,4.13,44.14,4.05,27.74,49.51
2023-03-04 02:00:00,30.31,99.4076,1800,1800,15,15,15,15,0.14,5.59,76.65,5.52,44.14,2.67,27.74,32.6
2023-03-04 02:30:00,30.32,99.4075,1800,1800,15,15,15,15,0.03,5.7,76.65,5.49,44.13,2.7,27.74,32.95
2023-03-04 03:00:00,31.05,99.4074,1800,1800,15,15,15,15,0.83,29.8,76.65,4.97,44.13,3.22,27.74,39.27
2023-03-04 03:30:00,30.49,99.4073,1800,1800,15,15,15,15,0.12,5.59,76.65,4.23,44.14,3.96,27.74,48.39
2023-03-04 04:00:00,30.6,99.4072,1800,1800,15,15,15,15,0.15,5.33,76.64,4.23,44.14,3.96,27.74,48.38
2023-03-04 04:30:00,30.56,99.4071,1800,1800,15,15,15,15,0.13,5.43,76.65,4.23,44.13,3.96,27.74,48.38
2023-03-04 05:00:00,30.9,99.407,1800,1800,15,15,15,15,2.24,29.03,76.65,4.15,44.14,4.04,27.74,49.37
2023-03-04 05:30:00,30.83,99.4069,1800,1800,15,15,15,15,0.14,5.69,76.65,4.07,44.14,4.12,27.74,50.27
2023-03-04 06:00:00,30.62,99.4068,1800,1800,15,15,15,15,0.15,5.87,76.65,4.08,44.14,4.11,27.74,50.23
2023-03-04 06:30:00,30.51,99.4067,1800,1800,15,15,15,15,0.11,5.64,76.64,4.08,44.14,4.11,27.74,50.22
2023-03-04 07:00:00,30.66,99.4065,1800,1800,15,15,15,15,0.17,28.1,76.64,4.08,44.14,4.11,27.74,50.2
2023-03-04 07:30:00,31.15,99.4064,1800,1800,15,15,15,15,0.1,5.85,76.64,4.08,44.15,4.11,27.75,50.19
2023-03-04 08:00:00,31.85,99.4063,1800,1800,15,15,15,15,0.08,5.72,76.64,4.08,44.15,4.11,27.75,50.19
2023-03-04 08:30:00,31.35,99.4062,1800,1800,15,15,15,15,0.1,5.37,76.64,4.08,44.15,4.11,27.75,50.15
2023-03-04 09:00:00,30.67,99.4061,1800,1800,15,15,15,15,0.17,29.1,76.64,4.08,44.14,4.11,27.74,50.14
2023-03-04 09:30:00,30.75,99.406,1800,1800,15,15,15,15,0.24,6.09,76.64,4.08,44.14,4.11,27.74,50.13
2023-03-04 10:00:00,30.78,99.4059,1800,1800,15,15,15,15,0.1,5.76,76.64,4.09,44.14,4.1,27.74,50.12
2023-03-04 10:30:00,30.69,99.4058,1795,1795,15,15,15,15,0.09,5.46,76.64,4.09,44.14,4.1,27.74,50.09
2023-03-04 11:00:00,30.82,99.4057,1800,1800,15,15,15,15,0.13,30.06,76.64,4.09,44.14,4.1,27.74,50.11
2023-03-04 11:30:00,30.97,99.4056,1800,1800,15,15,15,15,0.13,6.17,76.64,4.09,44.15,4.1,27.75,50.1
2023-03-04 12:00:00,31.25,99.4055,1800,1800,15,15,15,15,0.12,6.54,76.64,4.09,44.14,4.1,27.74,50.07
2023-03-04 12:30:00,31.03,99.4054,1800,1800,15,15,15,15,0.11,5.6,76.64,4.09,44.14,4.1,27.74,50.05
2023-03-04 13:00:00,28.92,99.4053,1800,1800,15,15,15,15,13.06,31.05,76.64,4.13,44.14,4.06,27.74,49.56
2023-03-04 13:30:00,40.01,99.4052,1800,1800,15,15,15,15,351.56,781.91,76.41,4.1,44.38,4.09,27.89,49.92
2023-03-04 14:00:00,32.07,99.4051,1800,1800,15,15,15,15,0.38,5.7,76.37,4.07,44.41,4.12,27.91,50.36
2023-03-04 14:30:00,31.48,99.4049,1800,1800,15,15,15,15,0.32,5.62,76.37,4.06,44.42,4.13,27.91,50.38
2023-03-04 15:00:00,32.23,99.4048,1800,1800,15,15,15,15,21.66,29.52,76.38,4.07,44.41,4.12,27.91,50.28
2023-03-04 15:30:00,31.51,99.4047,1800,1800,15,15,15,15,0.47,5.67,76.42,4.1,44.37,4.08,27.88,49.88
2023-03-04 16:00:00,31.59,99.4046,1800,1800,15,15,15,15,0.55,5.68,76.43,4.15,44.36,4.04,27.88,49.37
2023-03-04 16:30:00,31.37,99.4045,1800,1800,15,15,15,15,0.43,5.4,76.43,4.14,44.36,4.05,27.88,49.42
2023-03-04 17:00:00,32.21,99.4044,1800,1800,15,15,15,15,0.77,30.95,76.43,4.14,44.35,4.05,27.87,49.47
2023-03-04 17:30:00,31.99,99.4043,1800,1800,15,15,15,15,0.67,5.8,76.47,4.13,44.31,4.06,27.85,49.54
2023-03-04 18:00:00,31.52,99.4042,1800,1800,15,15,15,15,0.74,5.79,76.48,4.13,44.31,4.06,27.85,49.52
2023-03-04 18:30:00,31.75,99.4041,1800,1800,15,15,15,15,0.51,5.84,76.48,4.13,44.3,4.06,27.84,49.54
2023-03-04 19:00:00,31.94,99.404,1800,1800,15,15,15,15,0.77,29.13,76.49,4.13,44.3,4.06,27.84,49.56
2023-03-04 19:30:00,32.14,99.4039,1800,1800,15,15,15,15,0.6,5.7,76.54,4.13,44.25,4.06,27.81,49.53
2023-03-04 20:00:00,32.2,99.4038,1800,1800,15,15,15,15,0.6,5.62,76.53,4.14,44.25,4.05,27.81,49.5
2023-03-04 20:30:00,31.69,99.4037,1800,1800,15,15,15,15,0.89,5.53,76.54,4.13,44.24,4.06,27.81,49.52
2023-03-04 21:00:00,31.81,99.4036,1800,1800,15,15,15,15,0.67,30.01,76.55,4.14,44.24,4.05,27.8,49.5
2023-03-04 21:30:00,31.7,99.4035,1800,1800,15,15,15,15,0.69,5.54,76.6,4.14,44.19,4.05,27.77,49.48
2023-03-04 22:00:00,31.55,99.4033,1800,1800,15,15,15,15,0.62,5.4,76.6,4.14,44.19,4.05,27.77,49.45
2023-03-04 22:30:00,31.57,99.4032,1800,1800,15,15,15,15,0.35,5.6,76.6,4.14,44.19,4.05,27.77,49.46
2023-03-04 23:00:00,31.39,99.4031,1800,1800,15,15,15,15,0.36,27.82,76.6,4.14,44.18,4.05,27.77,49.44
2023-03-04 23:30:00,31.62,99.403,1800,1800,15,15,15,15,0.34,6.03,76.61,4.14,44.18,4.05,27.77,49.43
2023-03-05 00:00:00,31.6,99.4029,1800,1800,15,15,15,15,0.73,5.96,76.61,4.14,44.17,4.05,27.76,49.44
2023-03-05 00:30:00,31.57,99.4028,1800,1800,15,15,15,15,0.48,5.52,76.62,4.14,44.17,4.05,27.76,49.4
2023-03-05 01:00:00,31.5,99.4027,1800,1800,15,15,15,15,0.44,27.64,76.62,4.14,44.17,4.05,27.76,49.41
2023-03-05 01:30:00,31.45,99.4026,1800,1800,15,15,15,15,0.51,5.46,76.62,4.14,44.16,4.05,27.76,49.4
2023-03-05 02:00:00,31.5,99.4025,1800,1800,15,15,15,15,0.37,5.7,76.63,4.14,44.16,4.05,27.75,49.41
2023-03-05 02:30:00,31.28,99.4024,1800,1800,15,15,15,15,0.38,5.61,76.63,4.14,44.16,4.05,27.75,49.43
2023-03-05 03:00:00,31.7,99.4023,1800,1800,15,15,15,15,0.4,29.21,76.63,4.14,44.16,4.05,27.75,49.44
2023-03-05 03:30:00,31.72,99.4022,1800,1800,15,15,15,15,0.36,5.92,76.63,4.13,44.15,4.06,27.75,49.52
2023-03-05 04:00:00,31.52,99.4021,1800,1800,15,15,15,15,0.05,5.72,76.64,4.13,44.15,4.06,27.75,49.53
2023-03-05 04:30:00,31.66,99.402,1800,1800,15,15,15,15,0.33,5.67,76.64,4.13,44.15,4.06,27.75,49.52
2023-03-05 05:00:00,32.68,99.4019,1800,1800,15,15,15,15,2.35,29.03,76.64,4.1,44.14,4.09,27.74,49.95
2023-03-05 05:30:00,31.54,99.4018,1800,1800,15,15,15,15,0.39,5.91,76.64,4.08,44.14,4.11,27.74,50.23
